P0447,Generic,"Evaporative Emission System Vent Control Circuit Open"
P0447,Nissan,"Evaporative emission (EVAP) canister purge system - vent control valve malfunction"
P0448,Generic,"Evaporative Emission System Vent Control Circuit Shorted"
P0449,Generic,"Evaporative Emission System Vent Valve/Solenoid Circuit"
P0449,GM,"EVAP Vent Solenoid Control Circuit Conditions"
P044A,Generic,"Exhaust Gas Recirculation Sensor C Circuit"
P044B,Generic,"Exhaust Gas Recirculation Sensor C Circuit Range/Performance"
P044C,Generic,"Exhaust Gas Recirculation Sensor C Circuit Low"
P044D,Generic,"Exhaust Gas Recirculation Sensor C Circuit High"
P044E,Generic,"Exhaust Gas Recirculation Sensor C Circuit Intermittent/Erratic"
P044F,Generic,"Secondary Air Injection System Switching Valve A Circuit High"
P0450,Generic,"Evaporative Emission System Pressure Sensor/Switch"
P0450,GM,"EVAP System Pressure Sensor Circuit Conditions"
P0451,Generic,"Evaporative Emission System Pressure Sensor/Switch Range/Performance"
P0451,GM,"EVAP System Pressure Sensor Circuit Conditions"
P0452,Ford,"FTP Sensor Circuit Low Conditions"
P0452,Generic,"Evaporative Emission System Pressure Sensor/Switch Low"
P0452,GM,"Fuel Tank Pressure Sensor Circuit Low Input Conditions"
P0452,Nissan,"Evaporative emission (EVAP) canister purge system - pressure sensor malfunction"
P0453,Ford,"FTP Sensor Circuit High Conditions"
P0453,Generic,"Evaporative Emission System Pressure Sensor/Switch High"
P0453,GM,"Fuel Tank Pressure Sensor Circuit High Input Conditions"
P0453,Nissan,"Evaporative emission (EVAP) canister purge system - pressure sensor malfunction"
P0454,Generic,"Evaporative Emission System Pressure Sensor/Switch Intermittent"
P0455,Chrysler,"EVAP Large Leak Detected Conditions"
P0455,Ford,"EVAP System Leak (No Purge Flow or Large Leak) Conditions"
P0455,Generic,"Evaporative Emission System Leak Detected (large leak)"
P0455,GM,"EVAP System Leak Detected Conditions"
P0455,Nissan,"Evaporative emission (EVAP) canister purge system - gross leak"
P0456,Generic,"Evaporative Emission System Leak Detected (very small leak)"
P0456,Nissan,"Evaporative emission (EVAP) canister purge system - very small leak"
P0457,Generic,"Evaporative Emission System Leak Detected (fuel cap loose/off)"
P0458,Generic,"Evaporative Emission System Purge Control Valve Circuit Low"
P0459,Generic,"Evaporative Emission System Purge Control Valve Circuit High"
P045A,Generic,"Exhaust Gas Recirculation B Control Circuit"
P045B,Generic,"Exhaust Gas Recirculation B Control Circuit Range/Performance"
P045C,Generic,"Exhaust Gas Recirculation B Control Circuit Low"
P045D,Generic,"Exhaust Gas Recirculation B Control Circuit High"
P045E,Generic,"Exhaust Gas Recirculation B Control Stuck Open"
P045F,Generic,"Exhaust Gas Recirculation B Control Stuck Closed"
P0460,Chrysler,"Fuel Level Sending No Change Over Miles Conditions"
P0460,Ford,"EVAP System Small Leak Conditions"
P0460,Generic,"Fuel Level Sensor A Circuit"
P0460,GM,"Fuel Level Sensor Performance Conditions"
P0460,Nissan,"Fuel tank level sensor - signal malfunction"
P0461,Chrysler,"Fuel Level Sending No Change Over Time Conditions"
P0461,Generic,"Fuel Level Sensor A Circuit Range/Performance"
P0461,GM,"Fuel Level Sensor Performance Conditions"
P0461,Nissan,"Fuel tank level sensor - range performance problem"
P0462,Chrysler,"Fuel Level Sending Unit Volts Too Low Conditions"
P0462,Generic,"Fuel Level Sensor A Circuit Low"
P0462,GM,"Fuel Level Sensor Circuit Low Input Conditions"
P0462,Nissan,"Fuel tank level sensor - voltage low"
P0463,Chrysler,"Fuel Level Sending Unit Volts High Low Conditions"
P0463,Generic,"Fuel Level Sensor A Circuit High"
P0463,GM,"Fuel Level Sensor Circuit High Input Conditions"
P0463,Nissan,"Fuel tank level sensor - voltage high"
P0464,Generic,"Fuel Level Sensor A Circuit Intermittent"
P0465,Generic,"EVAP Purge Flow Sensor Circuit"
P0466,Generic,"EVAP Purge Flow Sensor Circuit Range/Performance"
P0467,Generic,"EVAP Purge Flow Sensor Circuit Low"
P0468,Generic,"EVAP Purge Flow Sensor Circuit High"
P0469,Generic,"EVAP Purge Flow Sensor Circuit Intermittent"
P046A,Generic,"Catalyst Temperature Sensor &#189; Correlation"
P046B,Generic,"Catalyst Temperature Sensor &#189; Correlation"
P046C,Generic,"Exhaust Gas Recirculation Sensor A Circuit Range/Performance"
P046D,Generic,"Exhaust Gas Recirculation Sensor A Circuit Intermittent/Erratic"
P046E,Generic,"Exhaust Gas Recirculation Sensor B Circuit Range/Performance"
P046F,Generic,"Exhaust Gas Recirculation Sensor B Circuit Intermittent/Erratic"
P0470,Generic,"Exhaust Pressure Sensor A Circuit"
P0471,Generic,"Exhaust Pressure Sensor A Circuit Range/Performance"
P0472,Generic,"Exhaust Pressure Sensor A Circuit Low"
P0473,Generic,"Exhaust Pressure Sensor A Circuit High"
P0474,Generic,"Exhaust Pressure Sensor A Circuit Intermittent/Erratic"
P0475,Generic,"Exhaust Pressure Control Valve A"
P0476,Generic,"Exhaust Pressure Control Valve A Range/Performance"
P0477,Generic,"Exhaust Pressure Control Valve A Low"
P0478,Generic,"Exhaust Pressure Control Valve A High"
P0479,Generic,"Exhaust Pressure Control Valve A Intermittent"
P047A,Generic,"Exhaust Pressure Sensor B Circuit"
P047B,Generic,"Exhaust Pressure Sensor B Circuit Range/Performance"
P047C,Generic,"Exhaust Pressure Sensor B Circuit Low"
P047D,Generic,"Exhaust Pressure Sensor B Circuit High"
P047E,Generic,"Exhaust Pressure Sensor B Circuit Intermittent/Erratic"
P047F,Generic,"Exhaust Pressure Control Valve A Stuck Open"
P0480,Generic,"Fan 1 Control Circuit"
P0480,GM,"Cooling Fan Relay 1 Control Circuit Conditions"
P0481,Generic,"Fan 2 Control Circuit"
P0481,GM,"Cooling Fan Relay 2 Control Circuit Conditions"
P0482,Generic,"Fan 3 Control Circuit"
P0483,Generic,"Fan Rationality Check"
P0484,Generic,"Fan Circuit Over Current"
P0485,Generic,"Fan Power/Ground Circuit"
P0486,Generic,"Exhaust Gas Recirculation Sensor B Circuit"
P0487,Generic,"Exhaust Gas Recirculation Throttle Control Circuit A /Open"
P0488,Generic,"Exhaust Gas Recirculation Throttle Control Circuit A Range/Performance"
P0489,Generic,"Exhaust Gas Recirculation A Control Circuit Low"
P048A,Generic,"Exhaust Pressure Control Valve A Stuck Closed"
P048B,Generic,"Exhaust Pressure Control Valve Position Sensor/Switch Circuit"
P048C,Generic,"Exhaust Pressure Control Valve Position Sensor/Switch Circuit Range/Performance"
P048D,Generic,"Exhaust Pressure Control Valve Position Sensor/Switch Circuit Low"
P048E,Generic,"Exhaust Pressure Control Valve Position Sensor/Switch Circuit High"
P048F,Generic,"Exhaust Pressure Control Valve Position Sensor/Switch Circuit Intermittent/Erratic"
P0490,Generic,"Exhaust Gas Recirculation A Control Circuit High"
P0491,Generic,"Secondary Air Injection System Insufficient Flow"
P0492,Generic,"Secondary Air Injection System Insufficient Flow"
P0493,Generic,"Fan Overspeed"
P0494,Generic,"Fan Speed Low"
P0495,Generic,"Fan Speed High"
P0496,Generic,"Evaporative Emission System High Purge Flow"
P0497,Generic,"Evaporative Emission System Low Purge Flow"
P0498,Generic,"Evaporative Emission System Vent Valve Control Circuit Low"
P0499,Generic,"Evaporative Emission System Vent Valve Control Circuit High"
P049A,Generic,"Exhaust Gas Recirculation B Flow"
P049B,Generic,"Exhaust Gas Recirculation B Flow Insufficient Detected"
P049C,Generic,"Exhaust Gas Recirculation B Flow Excessive Detected"
P049D,Generic,"Exhaust Gas Recirculation A Control Position Exceeded Learning Limit"
P049E,Generic,"Exhaust Gas Recirculation B Control Position Exceeded Learning Limit"
P049F,Generic,"Exhaust Pressure Control Valve B"
P04A0,Generic,"Exhaust Pressure Control Valve B Range/Performance"
P04A1,Generic,"Exhaust Pressure Control Valve B Low"
P04A2,Generic,"Exhaust Pressure Control Valve B High"
P04A3,Generic,"Exhaust Pressure Control Valve  B Intermittent"
P04A4,Generic,"Exhaust Pressure Control Valve B Stuck Open"
P04A5,Generic,"Exhaust Pressure Control Valve B Stuck Closed"
P04A6,Generic,"Exhaust Pressure Control Valve B Position Sensor/Switch Circuit"
P04A7,Generic,"Exhaust Pressure Control Valve B Position Sensor/Switch Circuit Range/Performance"
P04A8,Generic,"Exhaust Pressure Control Valve B Position Sensor/Switch Circuit Low"
P04A9,Generic,"Exhaust Pressure Control Valve B Position Sensor/Switch Circuit High"
P04AA,Generic,"Exhaust Pressure Control Valve B Position Sensor/Switch Circuit Intermittent/Erratic"
P0500,Chrysler,"Vehicle Speed Sensor Circuit Conditions"
P0500,Ford,"Vehicle Speed Sensor Fault Conditions"
P0500,Generic,"Vehicle Speed Sensor A"
P0500,GM,"Vehicle Speed Sensor Circuit Performance Conditions"
P0500,Nissan,"Vehicle speed sensor (VSS) - circuit malfunction"
P0501,Ford,"VSS or PSOM (Aerostar/F-Series) Performance Conditions"
P0501,Generic,"Vehicle Speed Sensor A Range/Performance"
P0501,GM,"Vehicle Speed Sensor Circuit Performance Conditions"
P0502,Generic,"Vehicle Speed Sensor A Circuit Low"
P0502,GM,"Vehicle Speed Sensor Circuit Low Input Conditions"
P0503,Ford,"VSS Circuit Noisy or Intermittent Conditions"
P0503,Generic,"Vehicle Speed Sensor A Intermittent/Erratic/High"
P0503,GM,"VSS Circuit Intermittent Input (4T60-E Transmission)"
P0504,Generic,"Brake Switch A/B Correlation"
P0505,Chrysler,"Idle Air Control Motor Circuit Conditions"
P0505,Ford,"Idle Air Control System Fault Conditions"
P0505,Generic,"Idle Air Control System"
P0505,GM,"Idle Air Control Valve Circuit Conditions"
P0505,Nissan,"Idle speed control system - malfunction"
P0506,Generic,"Idle Air Control System RPM Lower Than Expected"
P0506,GM,"Idle Speed Low Conditions"
P0506,Nissan,"Idle speed control system - RPM too low"
P0507,Generic,"Idle Air Control System RPM Higher Than Expected"
P0507,GM,"Idle Speed High Conditions"
P0507,Nissan,"Idle speed control system - RPM too high"
P0508,Generic,"Idle Air Control System Circuit Low"
P0509,Generic,"Idle Air Control System Circuit High"
P050A,Generic,"Cold Start Idle Air Control System Performance"
P050B,Generic,"Cold Start Ignition Timing Performance"
P050C,Generic,"Cold Start Engine Coolant Temperature Performance"
P050D,Generic,"Cold Start Rough Idle"
P050E,Generic,"Cold Start Engine Exhaust Temperature Too Low"
P050F,Generic,"Brake Assist Vacuum Too Low"
P0510,Generic,"Closed Throttle Position Switch"
P0510,GM,"Closed Throttle Position Switch Circuit Conditions"
P0510,Nissan,"Closed throttle position (CTP) switch - circuit malfunction"
P0511,Generic,"Idle Air Control Circuit"
P0512,Generic,"Starter Request Circuit"
P0513,Generic,"Incorrect Immobilizer Key"
P0514,Generic,"Battery Temperature Sensor Circuit Range/Performance"
P0515,Generic,"Battery Temperature Sensor Circuit"
P0516,Generic,"Battery Temperature Sensor Circuit Low"
P0517,Generic,"Battery Temperature Sensor Circuit High"
P0518,Generic,"Idle Air Control Circuit Intermittent"
P0519,Generic,"Idle Air Control System Performance"
P051A,Generic,"Crankcase Pressure Sensor Circuit"
P051B,Generic,"Crankcase Pressure Sensor Circuit Range/Performance"
P051C,Generic,"Crankcase Pressure Sensor Circuit Low"
P051D,Generic,"Crankcase Pressure Sensor Circuit High"
P051E,Generic,"Crankcase Pressure Sensor Circuit Intermittent/Erratic"
P051F,Generic,"Positive Crankcase Ventilation Filter Restriction"
P0520,Generic,"Engine Oil Pressure Sensor/Switch Circuit"
P0521,Generic,"Engine Oil Pressure Sensor/Switch Range/Performance"
P0522,Chrysler,"Oil Pressure Sensor Low Input Conditions"
P0522,Generic,"Engine Oil Pressure Sensor/Switch Low"
P0522,GM,"Engine Oil Pressure Sensor Circuit Low Input Conditions"
P0523,Chrysler,"Oil Pressure Sensor High Input Conditions"
P0523,Generic,"Engine Oil Pressure Sensor/Switch High"
P0523,GM,"Engine Oil Pressure Sensor Circuit Low Input Conditions"
P0524,Chrysler,"Oil Pressure Sensor Too low Conditions"
P0524,Generic,"Engine Oil Pressure Too Low"
P0525,Generic,"Cruise Control Servo Control Circuit Range/Performance"
P0526,Generic,"Fan Speed Sensor Circuit"
P0527,Generic,"Fan Speed Sensor Circuit Range/Performance"
P0528,Generic,"Fan Speed Sensor Circuit No Signal"
P0529,Generic,"Fan Speed Sensor Circuit Intermittent"
P052A,Generic,"Cold Start A Camshaft Position Timing Over-Advanced"
P052B,Generic,"Cold Start A Camshaft Position Timing Over-Retarded"
P052C,Generic,"Cold Start A Camshaft Position Timing Over-Advanced"
P052D,Generic,"Cold Start A Camshaft Position Timing Over-Retarded"
P052E,Generic,"Positive Crankcase Ventilation Regulator Valve Performance"
P0530,Generic,"A/C Refrigerant Pressure Sensor A Circuit"
P0530,GM,"A/C Refrigerant Pressure Sensor Circuit Conditions"
P0531,Generic,"A/C Refrigerant Pressure Sensor A Circuit Range/Performance"
P0531,GM,"A/C Refrigerant Pressure Sensor Performance Conditions"
P0532,Generic,"A/C Refrigerant Pressure Sensor A Circuit Low"
P0532,GM,"A/C Refrigerant Pressure Sensor Circuit Low Input"
P0533,Generic,"A/C Refrigerant Pressure Sensor A Circuit High"
P0533,GM,"A/C Refrigerant Pressure Sensor Circuit High Input"
P0534,Generic,"A/C Refrigerant Charge Loss"
P0535,Generic,"A/C Evaporator Temperature Sensor Circuit"
P0536,Generic,"A/C Evaporator Temperature Sensor Circuit Range/Performance"
P0537,Generic,"A/C Evaporator Temperature Sensor Circuit Low"
P0538,Generic,"A/C Evaporator Temperature Sensor Circuit High"
P0539,Generic,"A/C Evaporator Temperature Sensor Circuit Intermittent"
P053A,Generic,"Positive Crankcase Ventilation Heater Control Circuit /Open"
P053B,Generic,"Positive Crankcase Ventilation Heater Control Circuit Low"
P053C,Generic,"Positive Crankcase Ventilation Heater Control Circuit High"
P0540,Generic,"Intake Air Heater A Circuit"
P0541,Generic,"Intake Air Heater A Circuit Low"
P0542,Generic,"Intake Air Heater A Circuit High"
P0543,Generic,"Intake Air Heater A Circuit Open"
P0544,Generic,"Exhaust Gas Temperature Sensor Circuit"
P0545,Generic,"Exhaust Gas Temperature Sensor Circuit Low"
P0546,Generic,"Exhaust Gas Temperature Sensor Circuit High"
P0547,Generic,"Exhaust Gas Temperature Sensor Circuit"
P0548,Generic,"Exhaust Gas Temperature Sensor Circuit Low"
P0549,Generic,"Exhaust Gas Temperature Sensor Circuit High"
P054A,Generic,"Cold Start B Camshaft Position Timing Over-Advanced"
P054B,Generic,"Cold Start B Camshaft Position Timing Over-Retarded"
P054C,Generic,"Cold Start B Camshaft Position Timing Over-Advanced"
P054D,Generic,"Cold Start B Camshaft Position Timing Over-Retarded"
P0550,Generic,"Power Steering Pressure Sensor/Switch Circuit"
P0550,GM,"Power Steering Pressure Switch Circuit Low"
P0551,Chrysler,"Power Steering Pressure Switch Conditions"
P0551,Generic,"Power Steering Pressure Sensor/Switch Circuit Range/Performance"
P0552,Ford,"PSP Sensor Circuit Low Conditions"
P0552,Generic,"Power Steering Pressure Sensor/Switch Circuit Low"
P0553,Ford,"PSP Sensor Circuit High Conditions"
P0553,Generic,"Power Steering Pressure Sensor/Switch Circuit High"
P0554,Generic,"Power Steering Pressure Sensor/Switch Circuit Intermittent"
P0555,Generic,"Brake Booster Pressure Sensor Circuit"
P0556,Generic,"Brake Booster Pressure Sensor Circuit Range/Performance"
P0557,Generic,"Brake Booster Pressure Sensor Circuit Low"
P0558,Generic,"Brake Booster Pressure Sensor Circuit High"
P0559,Generic,"Brake Booster Pressure Sensor Circuit Intermittent"
P0560,Generic,"System Voltage"
P0560,GM,"System Voltage Fault Conditions"
P0561,Generic,"System Voltage Unstable"
P0561,GM,"System Voltage Unstable Conditions"
P0562,Generic,"System Voltage Low"
P0562,GM,"System Voltage Low Conditions"
P0563,Generic,"System Voltage High"
P0563,GM,"System Voltage High Conditions"
P0564,Generic,"Cruise Control Multi-Function Input A Circuit"
P0565,Generic,"Cruise Control On Signal"
P0565,GM,"Cruise Control Switch Circuit Conditions"
P0566,Generic,"Cruise Control Off Signal"
P0567,Generic,"Cruise Control Resume Signal"
P0567,GM,"Cruise Control Resume Switch Circuit Conditions"
P0568,Generic,"Cruise Control Set Signal"
P0568,GM,"Cruise Control Set Circuit Conditions"
P0569,Generic,"Cruise Control Coast Signal"
P056A,Generic,"Cruise Control Increase Distance Signal"
P056B,Generic,"Cruise Control Decrease Distance Signal"
P0570,Generic,"Cruise Control Accelerate Signal"
P0571,Generic,"Brake Switch A Circuit"
P0571,GM,"Cruise/Brake Switch Circuit Conditions"
P0572,Generic,"Brake Switch A Circuit Low"
P0572,GM,"Cruise/Brake Switch Circuit Low Input Conditions"
P0573,Generic,"Brake Switch A Circuit High"
P0573,GM,"Cruise/Brake Switch Circuit High Input Conditions"
P0574,Generic,"Cruise Control System - Vehicle Speed Too High"
P0574,GM,"Vehicle Speed Too High - Cruise Control Disabled Conditions"
P0575,Generic,"Cruise Control Input Circuit"
P0576,Generic,"Cruise Control Input Circuit Low"
P0577,Generic,"Cruise Control Input Circuit High"
P0578,Generic,"Cruise Control Multi-Function Input A Circuit Stuck"
P0579,Generic,"Cruise Control Multi-Function Input A Circuit Range/Performance"
P0580,Generic,"Cruise Control Multi-Function Input A Circuit Low"
P0581,Generic,"Cruise Control Multi-Function Input A Circuit High"
P0582,Generic,"Cruise Control Vacuum Control Circuit/Open"
P0583,Generic,"Cruise Control Vacuum Control Circuit Low"
P0584,Generic,"Cruise Control Vacuum Control Circuit High"
P0585,Generic,"Cruise Control Multi-Function Input A/B Correlation"
P0586,Generic,"Cruise Control Vent Control Circuit/Open"
P0587,Generic,"Cruise Control Vent Control Circuit Low"
P0588,Generic,"Cruise Control Vent Control Circuit High"
P0589,Generic,"Cruise Control Multi-Function Input B Circuit"
P0590,Generic,"Cruise Control Multi-Function Input B Circuit Stuck"
P0591,Generic,"Cruise Control Multi-Function Input B Circuit Range/Performance"
P0592,Generic,"Cruise Control Multi-Function Input B Circuit Low"
P0593,Generic,"Cruise Control Multi-Function Input B Circuit High"
P0594,Generic,"Cruise Control Servo Control Circuit/Open"
P0595,Generic,"Cruise Control Servo Control Circuit Low"
P0596,Generic,"Cruise Control Servo Control Circuit High"
P0597,Generic,"Thermostat Heater Control Circuit/Open"
P0598,Generic,"Thermostat Heater Control Circuit Low"
P0599,Generic,"Thermostat Heater Control Circuit High"
P0600,Chrysler,"PCM Fault, SPI Communications Conditions"
P0600,Generic,"Serial Communication Link"
P0600,GM,"Loss Of Serial Communication Link Conditions"
P0600,Infiniti,"AT communication - circuit malfunction"
P0600,Nissan,"ECM/TCM - communication malfunction"
P0601,Chrysler,"PCM Internal Fault, SPI Communications Conditions"
P0601,Generic,"Internal Control Module Memory Check Sum Error"
P0601,GM,"Control Module ROM Fault Conditions"
P0602,Ford,"Control Module Programming Error Conditions"
P0602,Generic,"Control Module Programming Error"
P0602,GM,"Control Module Not Programmed Conditions"
P0603,Ford,"PCM Keep Alive Memory Test Error Conditions"
P0603,Generic,"Internal Control Module Keep Alive Memory (KAM) Error"
P0603,GM,"Control Module Long Term Memory Reset Conditions"
P0604,Chrysler,"TCM RAM Self-Test Failed Conditions"
P0604,Generic,"Internal Control Module Random Access Memory (RAM) Error"
P0604,GM,"Control Module Random Access Memory Fault Conditions"
P0605,Chrysler,"TCM ROM Self-Test Failed Conditions"
P0605,Ford,"PCM Read Only Memory Test Error Conditions"
P0605,Generic,"Internal Control Module Read Only Memory (ROM) Error"
P0605,GM,"PCM EEPROM Fault Conditions"
P0605,Nissan,"Engine control module (ECM) - malfunction"
P0606,Generic,"Control Module Processor"
P0606,GM,"Control Module Internal Performance Conditions"
P0607,Generic,"Control Module Performance"
P0608,Generic,"Control Module VSS Output A"
P0608,GM,"Vehicle Speed Output Circuit Conditions"
P0609,Generic,"Control Module VSS Output B"
P060A,Generic,"Internal Control Module Monitoring Processor Performance"
P060B,Generic,"Internal Control Module A/D Processing Performance"
P060C,Generic,"Internal Control Module Main Processor Performance"
P060D,Generic,"Internal Control Module Accelerator Pedal Position Performance"
P060E,Generic,"Internal Control Module Throttle Position Performance"
P060F,Generic,"Internal Control Module Coolant Temperature Performance"
P0610,Generic,"Control Module Vehicle Options Error"
P0611,Generic,"Fuel Injector Control Module Performance"
P0612,Generic,"Fuel Injector Control Module Relay Control"
P0613,Generic,"TCM Processor"
P0614,Generic,"ECM/TCM Incompatible"
P0615,Generic,"Starter Relay Circuit"
P0615,GM,"Starter Relay Control Circuit Conditions"
P0616,Generic,"Starter Relay Circuit Low"
P0617,Generic,"Starter Relay Circuit High"
P0618,Generic,"Alternative Fuel Control Module KAM Error"
P0619,Generic,"Alternative Fuel Control Module RAM/ROM Error"
P061A,Generic,"Internal Control Module Torque Performance"
P061B,Generic,"Internal Control Module Torque Calculation Performance"
P061C,Generic,"Internal Control Module Engine RPM Performance"
P061D,Generic,"Internal Control Module Engine Air Mass Performance"
P061E,Generic,"Internal Control Module Brake Signal Performance"
P061F,Generic,"Internal Control Module Throttle Actuator Controller Performance"
P0620,Generic,"Generator Control Circuit"
P0620,GM,"Generator Performance Conditions"
P0621,Generic,"Generator Lamp/L Terminal Circuit"
P0621,GM,"Generator L Terminal Circuit Conditions"
P0622,Chrysler,"Generator Field Not Switching Properly Conditions"
P0622,Generic,"Generator Field/F Terminal Circuit"
P0622,GM,"Generator F Terminal Circuit Conditions"
P0623,Generic,"Generator Lamp Control Circuit"
P0624,Generic,"Fuel Cap Lamp Control Circuit"
P0625,Generic,"Generator Field/F Terminal Circuit Low"
P0626,Generic,"Generator Field/F Terminal Circuit High"
P0627,Generic,"Fuel Pump A Control Circuit/Open"
P0628,Generic,"Fuel Pump A Control Circuit Low"
P0629,Generic,"Fuel Pump A Control Circuit High"
P062A,Generic,"Fuel Pump A Control Circuit Range/Performance"
P062B,Generic,"Internal Control Module Fuel Injector Control Performance"
P062C,Generic,"Internal Control Module Vehicle Speed Performance"
P062D,Generic,"Fuel Injector Driver Circuit Performance"
P062E,Generic,"Fuel Injector Driver Circuit Performance"
P062F,Generic,"Internal Control Module EEPROM Error"
P0630,Generic,"VIN Not Programmed or Incompatible - ECM/PCM"
P0631,Generic,"VIN Not Programmed or Incompatible - TCM"
P0632,Generic,"Odometer Not Programmed - ECM/PCM"
P0633,Generic,"Immobilizer Key Not Programmed - ECM/PCM"
P0634,Generic,"PCM/ECM/TCM Internal Temperature A Too High"
P0635,Generic,"Power Steering Control Circuit"
P0636,Generic,"Power Steering Control Circuit Low"
P0637,Generic,"Power Steering Control Circuit High"
P0638,Generic,"Throttle Actuator Control Range/Performance"
P0639,Generic,"Throttle Actuator Control Range/Performance"
P063A,Generic,"Generator Voltage Sense Circuit"
P063B,Generic,"Generator Voltage Sense Circuit Range/Performance"
P063C,Generic,"Generator Voltage Sense Circuit Low"
P063D,Generic,"Generator Voltage Sense Circuit High"
P063E,Generic,"Auto Configuration Throttle Input Not Present"
P063F,Generic,"Auto Configuration Engine Coolant Temperature Input Not Present"
P0640,Generic,"Intake Air Heater Control Circuit"
P0641,Generic,"Sensor Reference Voltage A Circuit/Open"
P0642,Generic,"Sensor Reference Voltage A Circuit Low"
P0643,Generic,"Sensor Reference Voltage A Circuit High"
P0644,Generic,"Driver Display Serial Communication Circuit"
P0645,Chrysler,"A/C Clutch Relay Circuit Conditions"
P0645,Generic,"A/C Clutch Relay Control Circuit"
P0645,GM,"Air Conditioning Clutch Relay Control Circuit Conditions"
P0646,Generic,"A/C Clutch Relay Control Circuit Low"
P0647,Generic,"A/C Clutch Relay Control Circuit High"
P0648,Generic,"Immobilizer Lamp Control Circuit"
P0649,Generic,"Speed Control Lamp Control Circuit"
P064A,Generic,"Fuel Pump Control Module"
P064B,Generic,"PTO Control Module"
P064C,Generic,"Glow Plug Control Module"
P064D,Generic,"Internal Control Module O2 Sensor Processor Performance"
P064E,Generic,"Internal Control Module O2 Sensor Processor Performance"
P064F,Generic,"Unauthorized Software/Calibration Detected"
P0650,Generic,"Malfunction Indicator Lamp (MIL) Control Circuit"
P0650,GM,"Malfunction Indicator Lamp Circuit Conditions"
P0650,Nissan,"Malfunction indicator lamp (MIL) - circuit malfunction"
P0651,Generic,"Sensor Reference Voltage B Circuit/Open"
P0652,Generic,"Sensor Reference Voltage B Circuit Low"
P0653,Generic,"Sensor Reference Voltage B Circuit High"
P0654,Generic,"Engine RPM Output Circuit"
P0654,GM,"Engine Speed Output Control Circuit"
P0655,Generic,"Engine Hot Lamp Output Control Circuit"
P0656,Generic,"Fuel Level Output Circuit"
P0656,GM,"Fuel Gauge Output Control Circuit"
P0657,Generic,"Actuator Supply Voltage A Circuit/Open"
P0658,Generic,"Actuator Supply Voltage A Circuit Low"
P0659,Generic,"Actuator Supply Voltage A Circuit High"
P065A,Generic,"Generator System Performance"
P065B,Generic,"Generator Control Circuit Range/Performance"
P065C,Generic,"Generator Mechanical Performance"
P065D,Generic,"Reductant System Malfunction Lamp Control Circuit"
P065E,Generic,"Intake Manifold Tuning Valve Performance"
P065F,Generic,"Intake Manifold Tuning Valve Performance"
P0660,Generic,"Intake Manifold Tuning Valve Control Circuit/Open"
P0661,Generic,"Intake Manifold Tuning Valve Control Circuit Low"
P0662,Generic,"Intake Manifold Tuning Valve Control Circuit High"
P0663,Generic,"Intake Manifold Tuning Valve Control Circuit/Open"
P0664,Generic,"Intake Manifold Tuning Valve Control Circuit Low"
P0665,Generic,"Intake Manifold Tuning Valve Control Circuit High"
P0666,Generic,"PCM/ECM/TCM Internal Temperature Sensor A Circuit"
P0667,Generic,"PCM/ECM/TCM Internal Temperature Sensor A Range/Performance"
P0668,Generic,"PCM/ECM/TCM Internal Temperature Sensor A Circuit Low"
P0669,Generic,"PCM/ECM/TCM Internal Temperature Sensor A Circuit High"
P066A,Generic,"Cylinder 1 Glow Plug Control Circuit Low"
P066B,Generic,"Cylinder 1 Glow Plug Control Circuit High"
P066C,Generic,"Cylinder 2 Glow Plug Control Circuit Low"
P066D,Generic,"Cylinder 2 Glow Plug Control Circuit High"
P066E,Generic,"Cylinder 3 Glow Plug Control Circuit Low"
P066F,Generic,"Cylinder 3 Glow Plug Control Circuit High"
P0670,Generic,"Glow Plug Control Module Control Circuit/Open"
P0671,Generic,"Cylinder 1 Glow Plug Circuit/Open"
P0672,Generic,"Cylinder 2 Glow Plug Circuit/Open"
P0673,Generic,"Cylinder 3 Glow Plug Circuit/Open"
P0674,Generic,"Cylinder 4 Glow Plug Circuit/Open"
P0675,Generic,"Cylinder 5 Glow Plug Circuit/Open"
P0676,Generic,"Cylinder 6 Glow Plug Circuit/Open"
P0677,Generic,"Cylinder 7 Glow Plug Circuit/Open"
P0678,Generic,"Cylinder 8 Glow Plug Circuit/Open"
P0679,Generic,"Cylinder 9 Glow Plug Circuit/Open"
P067A,Generic,"Cylinder 4 Glow Plug Control Circuit Low"
P067B,Generic,"Cylinder 4 Glow Plug Control Circuit High"
P067C,Generic,"Cylinder 5 Glow Plug Control Circuit Low"
P067D,Generic,"Cylinder 5 Glow Plug Control Circuit High"
P067E,Generic,"Cylinder 6 Glow Plug Control Circuit Low"
P067F,Generic,"Cylinder 6 Glow Plug Control Circuit High"
P0680,Generic,"Cylinder 10 Glow Plug Circuit/Open"
P0681,Generic,"Cylinder 11 Glow Plug Circuit/Open"
P0682,Generic,"Cylinder 12 Glow Plug Circuit/Open"
P0683,Generic,"Glow Plug Control Module to PCM Communication Circuit"
P0684,Generic,"Glow Plug Control Module to PCM Communication Circuit Range/Performance"
P0685,Generic,"ECM/PCM Power Relay Control Circuit/Open"
P0686,Generic,"ECM/PCM Power Relay Control Circuit Low"
P0687,Generic,"ECM/PCM Power Relay Control Circuit High"
P0688,Generic,"ECM/PCM Power Relay Sense Circuit/Open"
P0689,Generic,"ECM/PCM Power Relay Sense Circuit Low"
